0,-1.68572E-007,1.523E-008,9.60433E-005
0.01,7.46639E-007,4.95641E-008,-8.7366E-006
0.01,8.0789E-007,4.95641E-008,-2.05896E-005
0.02,0.000000124,0.000000155,-4.85067E-005
0.02,2.42516E-008,0.000000155,-5.31866E-005
0.03,-3.46454E-007,4.65572E-007,-3.08972E-005
0.03,-3.58862E-007,4.65572E-007,-0.000029139
0.04,-4.11448E-007,1.34381E-006,2.9587E-007
0.04,-4.67597E-007,1.34381E-006,5.15809E-006
0.05,-4.48733E-007,3.72665E-006,1.33557E-005
0.05,-0.00000086,3.72665E-006,1.93834E-005
0.06,3.1811E-007,9.9295E-006,-5.29719E-006
0.06,-1.10993E-006,9.9295E-006,2.04515E-006
0.07,4.9865E-006,2.54193E-005,-6.24297E-005
0.07,9.14499E-007,2.54193E-005,-5.34842E-005
0.08,2.21228E-005,6.25215E-005,-0.00016743
0.08,1.17977E-005,6.25215E-005,-0.000159531
0.09,7.33206E-005,0.000147748,-0.00032719
0.09,4.94921E-005,0.000147748,-0.000329255
0.1,0.000207998,0.000335463,-0.000521875
0.1,0.000157233,0.000335463,-0.000552565
0.11,0.00052987,0.000731802,-0.00066044
0.11,0.00042914,0.000731802,-0.000751731
0.12,0.00124054,0.00153381,-0.000514902
0.12,0.00105336,0.00153381,-0.000715026
0.13,0.00270485,0.00308872,0.000366205
0.13,0.00237798,0.00308872,-8.01563E-006
0.14,0.0055391,0.00597602,0.00275867
0.14,0.00500163,0.00597602,0.00213148
0.15,0.0107152,0.011109,0.00786068
0.15,0.00988251,0.011109,0.00689746
0.16,0.0196624,0.0198411,0.017359
0.16,0.0184472,0.0198411,0.0159887
0.17,0.0343316,0.0340475,0.033425
0.17,0.0326639,0.0340475,0.0316104
0.18,0.0571752,0.0561348,0.0586008
0.18,0.0550308,0.0561348,0.0563632
0.19,0.0909895,0.0889216,0.0955463
0.19,0.0884214,0.0889216,0.0929871
0.2,0.138578,0.135335,0.146642
0.2,0.135744,0.135335,0.143955
0.21,0.202224,0.197899,0.213475
0.21,0.1994,0.197899,0.210942
0.22,0.28303,0.278037,0.296285
0.22,0.280595,0.278037,0.294253
0.23,0.380217,0.375311,0.393476
0.23,0.378612,0.375311,0.392307
0.24,0.490574,0.486752,0.501306
0.24,0.490225,0.486752,0.501325
0.25,0.608234,0.606531,0.613899
0.25,0.609462,0.606531,0.615323
0.26,0.724936,0.726149,0.723624
0.26,0.727868,0.726149,0.726508
0.27,0.830843,0.83527,0.821851
0.27,0.835358,0.83527,0.826055
0.28,0.915839,0.923116,0.899999
0.28,0.921552,0.923116,0.905194
0.29,0.971083,0.980199,0.950718
0.29,0.9774,0.980199,0.956421
0.3,0.990499,1,0.968972
0.3,0.996713,1,0.974618
0.31,0.971865,0.980199,0.952834
0.31,0.977287,0.980199,0.957862
0.32,0.917226,0.923116,0.903802
0.32,0.921308,0.923116,0.907745
0.33,0.832531,0.83527,0.826589
0.33,0.834957,0.83527,0.829143
0.34,0.726584,0.726149,0.72841
0.34,0.727304,0.726149,0.729469
0.35,0.609551,0.606531,0.617914
0.35,0.608758,0.606531,0.61757
0.36,0.491385,0.486752,0.503976
0.36,0.489446,0.486752,0.502481
0.37,0.380484,0.375311,0.394569
0.37,0.377847,0.375311,0.392279
0.38,0.282838,0.278037,0.295911
0.38,0.279941,0.278037,0.293211
0.39,0.201732,0.197899,0.212001
0.39,0.198931,0.197899,0.209245
0.4,0.137959,0.135335,0.144558
0.4,0.135498,0.135335,0.142021
0.41,0.0903923,0.0889216,0.0933175
0.41,0.0883936,0.0889216,0.0911716
0.42,0.0566931,0.0561348,0.0565677
0.42,0.0551793,0.0561348,0.0548799
0.43,0.0340018,0.0340475,0.03178
0.43,0.0329266,0.0340475,0.0305307
0.44,0.0194788,0.0198411,0.0162122
0.44,0.0187605,0.0198411,0.0153302
0.45,0.0106484,0.011109,0.00736359
0.45,0.0101982,0.011109,0.00676908
0.46,0.00554996,0.00597602,0.00320009
0.46,0.00528886,0.00597602,0.00284545
0.47,0.00273933,0.00308872,0.00211775
0.47,0.00259871,0.00308872,0.0020104
0.48,0.00122033,0.00153381,0.00268875
0.48,0.00112873,0.00153381,0.00287827
0.49,0.000409544,0.000731802,0.0033353
0.49,0.00029474,0.000731802,0.00385567
0.5,0.000172416,0.000335463,0.00217121
0.5,2.70047E-005,0.000335463,0.00294813
0.51,0.000734576,0.000147748,-0.00272628
0.51,0.000739354,0.000147748,-0.00196629
0.52,0.00203431,6.25215E-005,-0.0124658
0.52,0.00257315,6.25215E-005,-0.0122269
0.53,0.00241747,2.54193E-005,-0.0260352
0.53,0.00370495,2.54193E-005,-0.0269702
0.54,-0.00207484,9.9295E-006,-0.0390154
0.54,-0.000776996,9.9295E-006,-0.0417161
0.55,-0.0151675,3.72665E-006,-0.0430549
0.55,-0.0160851,3.72665E-006,-0.0477641
0.56,-0.0330751,1.34381E-006,-0.0268089
0.56,-0.0391007,1.34381E-006,-0.0331703
0.57,-0.0363236,4.65572E-007,0.0214021
0.57,-0.0485369,4.65572E-007,0.0144185
0.58,0.00972088,0.000000155,0.109725
0.58,-0.00548076,0.000000155,0.103632
0.59,0.13809,4.95641E-008,0.238977
0.59,0.126985,4.95641E-008,0.235334
0.6,0.3533,0,0.40054
0.6,0.352973,0,0.400419
0.61,0.615347,1,0.577171
0.61,0.626799,1,0.580737
0.62,0.853831,1,0.746897
0.62,0.871002,1,0.753307
0.63,1.00775,1,0.888841
0.63,1.02184,1,0.896513
0.64,1.0612,1,0.988896
0.64,1.06705,1,0.996044
0.65,1.04613,1,1.04316
0.65,1.04491,1,1.04837
0.66,1.01225,1,1.05793
0.66,1.00876,1,1.06054
0.67,0.992563,1,1.04659
0.67,0.990586,1,1.04675
0.68,0.991614,1,1.02481
0.68,0.991748,1,1.02327
0.69,0.997789,1,1.00597
0.69,0.998675,1,1.00374
0.7,1.00089,1,0.998262
0.7,1.00124,1,0.99634
0.71,0.999373,1,1.00375
0.71,0.998743,1,1.00294
0.72,0.997694,1,1.01886
0.72,0.996251,1,1.01977
0.73,1.00172,1,1.0356
0.73,1.00039,1,1.03856
0.74,1.01503,1,1.04286
0.74,1.01598,1,1.04785
0.75,1.03313,1,1.02814
0.75,1.03918,1,1.03467
0.76,1.03638,1,0.979961
0.76,1.04858,1,0.986973
0.77,0.990275,1,0.890963
0.77,1.00547,1,0.897003
0.78,0.861896,1,0.76106
0.78,0.873001,1,0.764634
0.79,0.646699,1,0.599222
0.79,0.647028,1,0.599301
0.8,0.384657,0,0.422686
0.8,0.373204,0,0.419117
0.81,0.146171,0,0.25323
0.81,0.128999,0,0.246856
0.82,-0.00774666,0,0.111494
0.82,-0.0218399,0,0.103893
0.83,-0.0612026,0,0.0113537
0.83,-0.0670518,0,0.00429778
0.84,-0.0461377,0,-0.0434794
0.84,-0.0449246,0,-0.0486178
0.85,-0.0122448,0,-0.0593733
0.85,-0.00876946,0,-0.0620142
0.86,0.00750262,0,-0.0494315
0.86,0.00949268,0,-0.0498351
0.87,0.00854803,0,-0.0284657
0.87,0.00848965,0,-0.0274587
0.88,0.0022782,0,-0.00839051
0.88,0.00151921,0,-0.00693805
0.89,-0.00152865,0,0.00432682
0.89,-0.00189646,0,0.00549588
0.9,-0.001372,0,0.00866543
0.9,-0.00128485,0,0.00923647
0.91,-9.98229E-005,0,0.00716213
0.91,5.51433E-005,0,0.00719345
0.92,0.000359079,0,0.00342116
0.92,0.000387797,0,0.00316651
0.93,0.000142878,0,0.000204087
0.93,0.000104846,0,-7.90996E-005
0.94,-5.83005E-005,0,-0.00133207
0.94,-7.74737E-005,0,-0.00149814
0.95,-5.28571E-005,0,-0.0013749
0.95,-0.000046582,0,-0.00140529
0.96,3.98943E-006,0,-0.000713419
0.96,1.06871E-005,0,-0.000664968
0.97,1.43624E-005,0,-0.000063295
0.97,1.38349E-005,0,-3.31814E-006
0.98,1.20756E-006,0,0.000247636
0.98,-6.61051E-007,0,0.000281042
0.99,-3.41151E-006,0,0.000244957
0.99,-3.49516E-006,0,0.000248153
1,-6.42443E-007,0,0.0001081
