0 0 1 1 1.18322
0.001 0 1 1 1.18322
0.002 0 1 1 1.18322
0.003 0 1 1 1.18322
0.004 0 1 1 1.18322
0.005 0 1 1 1.18322
0.006 0 1 1 1.18322
0.007 0 1 1 1.18322
0.008 0 1 1 1.18322
0.009 0 1 1 1.18322
0.01 0 1 1 1.18322
0.011 0 1 1 1.18322
0.012 0 1 1 1.18322
0.013 0 1 1 1.18322
0.014 0 1 1 1.18322
0.015 0 1 1 1.18322
0.016 0 1 1 1.18322
0.017 0 1 1 1.18322
0.018 0 1 1 1.18322
0.019 0 1 1 1.18322
0.02 0 1 1 1.18322
0.021 0 1 1 1.18322
0.022 0 1 1 1.18322
0.023 0 1 1 1.18322
0.024 0 1 1 1.18322
0.025 0 1 1 1.18322
0.026 0 1 1 1.18322
0.027 0 1 1 1.18322
0.028 0 1 1 1.18322
0.029 0 1 1 1.18322
0.03 0 1 1 1.18322
0.031 0 1 1 1.18322
0.032 0 1 1 1.18322
0.033 0 1 1 1.18322
0.034 0 1 1 1.18322
0.035 0 1 1 1.18322
0.036 0 1 1 1.18322
0.037 0 1 1 1.18322
0.038 0 1 1 1.18322
0.039 0 1 1 1.18322
0.04 0 1 1 1.18322
0.041 0 1 1 1.18322
0.042 0 1 1 1.18322
0.043 0 1 1 1.18322
0.044 0 1 1 1.18322
0.045 0 1 1 1.18322
0.046 0 1 1 1.18322
0.047 0 1 1 1.18322
0.048 0 1 1 1.18322
0.049 0 1 1 1.18322
0.05 0 1 1 1.18322
0.051 0 1 1 1.18322
0.052 0 1 1 1.18322
0.053 0 1 1 1.18322
0.054 0 1 1 1.18322
0.055 0 1 1 1.18322
0.056 0 1 1 1.18322
0.057 0 1 1 1.18322
0.058 0 1 1 1.18322
0.059 0 1 1 1.18322
0.06 0 1 1 1.18322
0.061 0 1 1 1.18322
0.062 0 1 1 1.18322
0.063 0 1 1 1.18322
0.064 0 1 1 1.18322
0.065 0 1 1 1.18322
0.066 0 1 1 1.18322
0.067 0 1 1 1.18322
0.068 0 1 1 1.18322
0.069 0 1 1 1.18322
0.07 0 1 1 1.18322
0.071 0 1 1 1.18322
0.072 0 1 1 1.18322
0.073 0 1 1 1.18322
0.074 0 1 1 1.18322
0.075 0 1 1 1.18322
0.076 0 1 1 1.18322
0.077 0 1 1 1.18322
0.078 0 1 1 1.18322
0.079 0 1 1 1.18322
0.08 0 1 1 1.18322
0.081 0 1 1 1.18322
0.082 0 1 1 1.18322
0.083 0 1 1 1.18322
0.084 0 1 1 1.18322
0.085 0 1 1 1.18322
0.086 0 1 1 1.18322
0.087 0 1 1 1.18322
0.088 0 1 1 1.18322
0.089 0 1 1 1.18322
0.09 0 1 1 1.18322
0.091 0 1 1 1.18322
0.092 0 1 1 1.18322
0.093 0 1 1 1.18322
0.094 0 1 1 1.18322
0.095 0 1 1 1.18322
0.096 0 1 1 1.18322
0.097 0 1 1 1.18322
0.098 0 1 1 1.18322
0.099 0 1 1 1.18322
0.1 0 1 1 1.18322
0.101 0 1 1 1.18322
0.102 0 1 1 1.18322
0.103 0 1 1 1.18322
0.104 0 1 1 1.18322
0.105 0 1 1 1.18322
0.106 0 1 1 1.18322
0.107 0 1 1 1.18322
0.108 0 1 1 1.18322
0.109 0 1 1 1.18322
0.11 0 1 1 1.18322
0.111 0 1 1 1.18322
0.112 0 1 1 1.18322
0.113 0 1 1 1.18322
0.114 0 1 1 1.18322
0.115 0 1 1 1.18322
0.116 0 1 1 1.18322
0.117 0 1 1 1.18322
0.118 0 1 1 1.18322
0.119 0 1 1 1.18322
0.12 0 1 1 1.18322
0.121 0 1 1 1.18322
0.122 0 1 1 1.18322
0.123 0 1 1 1.18322
0.124 0 1 1 1.18322
0.125 0 1 1 1.18322
0.126 0 1 1 1.18322
0.127 0 1 1 1.18322
0.128 0 1 1 1.18322
0.129 0 1 1 1.18322
0.13 0 1 1 1.18322
0.131 0 1 1 1.18322
0.132 0 1 1 1.18322
0.133 0 1 1 1.18322
0.134 0 1 1 1.18322
0.135 0 1 1 1.18322
0.136 0 1 1 1.18322
0.137 0 1 1 1.18322
0.138 0 1 1 1.18322
0.139 0 1 1 1.18322
0.14 0 1 1 1.18322
0.141 0 1 1 1.18322
0.142 0 1 1 1.18322
0.143 0 1 1 1.18322
0.144 0 1 1 1.18322
0.145 0 1 1 1.18322
0.146 0 1 1 1.18322
0.147 0 1 1 1.18322
0.148 0 1 1 1.18322
0.149 0 1 1 1.18322
0.15 0 1 1 1.18322
0.151 0 1 1 1.18322
0.152 0 1 1 1.18322
0.153 0 1 1 1.18322
0.154 0 1 1 1.18322
0.155 0 1 1 1.18322
0.156 0 1 1 1.18322
0.157 0 1 1 1.18322
0.158 0 1 1 1.18322
0.159 0 1 1 1.18322
0.16 0 1 1 1.18322
0.161 0 1 1 1.18322
0.162 0 1 1 1.18322
0.163 0 1 1 1.18322
0.164 0 1 1 1.18322
0.165 0 1 1 1.18322
0.166 0 1 1 1.18322
0.167 0 1 1 1.18322
0.168 0 1 1 1.18322
0.169 0 1 1 1.18322
0.17 0 1 1 1.18322
0.171 0 1 1 1.18322
0.172 0 1 1 1.18322
0.173 0 1 1 1.18322
0.174 0 1 1 1.18322
0.175 0 1 1 1.18322
0.176 0 1 1 1.18322
0.177 0 1 1 1.18322
0.178 0 1 1 1.18322
0.179 0 1 1 1.18322
0.18 0 1 1 1.18322
0.181 0 1 1 1.18322
0.182 0 1 1 1.18322
0.183 0 1 1 1.18322
0.184 0 1 1 1.18322
0.185 0 1 1 1.18322
0.186 0 1 1 1.18322
0.187 0 1 1 1.18322
0.188 0 1 1 1.18322
0.189 0 1 1 1.18322
0.19 0 1 1 1.18322
0.191 0 1 1 1.18322
0.192 0 1 1 1.18322
0.193 0 1 1 1.18322
0.194 0 1 1 1.18322
0.195 0 1 1 1.18322
0.196 0 1 1 1.18322
0.197 0 1 1 1.18322
0.198 0 1 1 1.18322
0.199 0 1 1 1.18322
0.2 0 1 1 1.18322
0.201 0 1 1 1.18322
0.202 0 1 1 1.18322
0.203 0 1 1 1.18322
0.204 0 1 1 1.18322
0.205 0 1 1 1.18322
0.206 0 1 1 1.18322
0.207 0 1 1 1.18322
0.208 0 1 1 1.18322
0.209 0 1 1 1.18322
0.21 0 1 1 1.18322
0.211 0 1 1 1.18322
0.212 0 1 1 1.18322
0.213 0 1 1 1.18322
0.214 0 1 1 1.18322
0.215 0 1 1 1.18322
0.216 0 1 1 1.18322
0.217 0 1 1 1.18322
0.218 0 1 1 1.18322
0.219 0 1 1 1.18322
0.22 0 1 1 1.18322
0.221 0 1 1 1.18322
0.222 0 1 1 1.18322
0.223 0 1 1 1.18322
0.224 0 1 1 1.18322
0.225 0 1 1 1.18322
0.226 0 1 1 1.18322
0.227 0 1 1 1.18322
0.228 0 1 1 1.18322
0.229 0 1 1 1.18322
0.23 0 1 1 1.18322
0.231 0 1 1 1.18322
0.232 0 1 1 1.18322
0.233 0 1 1 1.18322
0.234 0 1 1 1.18322
0.235 0 1 1 1.18322
0.236 0 1 1 1.18322
0.237 0 1 1 1.18322
0.238 0 1 1 1.18322
0.239 0 1 1 1.18322
0.24 0 1 1 1.18322
0.241 0 1 1 1.18322
0.242 0 1 1 1.18322
0.243 0 1 1 1.18322
0.244 0 1 1 1.18322
0.245 0 1 1 1.18322
0.246 0 1 1 1.18322
0.247 0 1 1 1.18322
0.248 0 1 1 1.18322
0.249 0 1 1 1.18322
0.25 0 1 1 1.18322
0.251 0 1 1 1.18322
0.252 0 1 1 1.18322
0.253 0 1 1 1.18322
0.254 0 1 1 1.18322
0.255 0 1 1 1.18322
0.256 0 1 1 1.18322
0.257 0 1 1 1.18322
0.258 0 1 1 1.18322
0.259 0 1 1 1.18322
0.26 0 1 1 1.18322
0.261 0 1 1 1.18322
0.262 0 1 1 1.18322
0.263 0 1 1 1.18322
0.264 0.00267996 0.997737 0.996833 1.18268
0.265 0.00684663 0.994227 0.991927 1.18185
0.266 0.0110133 0.990727 0.987041 1.18101
0.267 0.01518 0.987236 0.982176 1.18018
0.268 0.0193466 0.983756 0.977332 1.17935
0.269 0.0235133 0.980285 0.972508 1.17851
0.27 0.02768 0.976824 0.967705 1.17768
0.271 0.0318466 0.973373 0.962922 1.17685
0.272 0.0360133 0.969932 0.958159 1.17601
0.273 0.04018 0.9665 0.953416 1.17518
0.274 0.0443466 0.963078 0.948694 1.17435
0.275 0.0485133 0.959666 0.943991 1.17351
0.276 0.05268 0.956263 0.939309 1.17268
0.277 0.0568466 0.95287 0.934646 1.17185
0.278 0.0610133 0.949487 0.930004 1.17101
0.279 0.06518 0.946113 0.925381 1.17018
0.28 0.0693466 0.942749 0.920778 1.16935
0.281 0.0735133 0.939395 0.916194 1.16851
0.282 0.07768 0.93605 0.91163 1.16768
0.283 0.0818466 0.932715 0.907086 1.16685
0.284 0.0860133 0.929389 0.902561 1.16601
0.285 0.09018 0.926072 0.898055 1.16518
0.286 0.0943466 0.922766 0.893569 1.16435
0.287 0.0985133 0.919468 0.889101 1.16351
0.288 0.10268 0.91618 0.884653 1.16268
0.289 0.106847 0.912902 0.880225 1.16185
0.29 0.111013 0.909632 0.875815 1.16101
0.291 0.11518 0.906372 0.871424 1.16018
0.292 0.119347 0.903122 0.867052 1.15935
0.293 0.123513 0.899881 0.862698 1.15851
0.294 0.12768 0.896649 0.858364 1.15768
0.295 0.131847 0.893427 0.854048 1.15685
0.296 0.136013 0.890213 0.849751 1.15601
0.297 0.14018 0.887009 0.845472 1.15518
0.298 0.144347 0.883814 0.841212 1.15435
0.299 0.148513 0.880629 0.83697 1.15351
0.3 0.15268 0.877453 0.832747 1.15268
0.301 0.156847 0.874285 0.828542 1.15185
0.302 0.161013 0.871127 0.824355 1.15101
0.303 0.16518 0.867978 0.820186 1.15018
0.304 0.169347 0.864839 0.816036 1.14935
0.305 0.173513 0.861708 0.811903 1.14851
0.306 0.17768 0.858586 0.807788 1.14768
0.307 0.181847 0.855474 0.803691 1.14685
0.308 0.186013 0.85237 0.799612 1.14601
0.309 0.19018 0.849276 0.795551 1.14518
0.31 0.194347 0.84619 0.791508 1.14435
0.311 0.198513 0.843113 0.787482 1.14351
0.312 0.20268 0.840046 0.783473 1.14268
0.313 0.206847 0.836987 0.779482 1.14185
0.314 0.211013 0.833937 0.775509 1.14101
0.315 0.21518 0.830897 0.771553 1.14018
0.316 0.219347 0.827865 0.767614 1.13935
0.317 0.223513 0.824841 0.763693 1.13851
0.318 0.22768 0.821827 0.759788 1.13768
0.319 0.231847 0.818822 0.755901 1.13685
0.32 0.236013 0.815825 0.752031 1.13601
0.321 0.24018 0.812837 0.748178 1.13518
0.322 0.244347 0.809858 0.744342 1.13435
0.323 0.248513 0.806888 0.740522 1.13351
0.324 0.25268 0.803926 0.73672 1.13268
0.325 0.256847 0.800973 0.732934 1.13185
0.326 0.261013 0.798029 0.729165 1.13101
0.327 0.26518 0.795093 0.725413 1.13018
0.328 0.269347 0.792166 0.721677 1.12935
0.329 0.273513 0.789248 0.717957 1.12851
0.33 0.27768 0.786338 0.714254 1.12768
0.331 0.281847 0.783437 0.710568 1.12685
0.332 0.286013 0.780544 0.706898 1.12601
0.333 0.29018 0.77766 0.703244 1.12518
0.334 0.294347 0.774785 0.699606 1.12435
0.335 0.298513 0.771918 0.695984 1.12351
0.336 0.30268 0.769059 0.692379 1.12268
0.337 0.306847 0.766209 0.688789 1.12185
0.338 0.311013 0.763368 0.685216 1.12101
0.339 0.31518 0.760534 0.681658 1.12018
0.34 0.319347 0.75771 0.678116 1.11935
0.341 0.323513 0.754893 0.67459 1.11851
0.342 0.32768 0.752086 0.67108 1.11768
0.343 0.331847 0.749286 0.667585 1.11685
0.344 0.336013 0.746495 0.664106 1.11601
0.345 0.34018 0.743712 0.660643 1.11518
0.346 0.344347 0.740937 0.657195 1.11435
0.347 0.348513 0.738171 0.653762 1.11351
0.348 0.35268 0.735413 0.650345 1.11268
0.349 0.356847 0.732663 0.646943 1.11185
0.35 0.361013 0.729922 0.643556 1.11101
0.351 0.36518 0.727188 0.640185 1.11018
0.352 0.369347 0.724463 0.636829 1.10935
0.353 0.373513 0.721746 0.633488 1.10851
0.354 0.37768 0.719037 0.630162 1.10768
0.355 0.381847 0.716337 0.626851 1.10685
0.356 0.386013 0.713644 0.623554 1.10601
0.357 0.39018 0.71096 0.620273 1.10518
0.358 0.394347 0.708283 0.617007 1.10435
0.359 0.398513 0.705615 0.613755 1.10351
0.36 0.40268 0.702955 0.610518 1.10268
0.361 0.406847 0.700302 0.607295 1.10185
0.362 0.411013 0.697658 0.604087 1.10101
0.363 0.41518 0.695022 0.600894 1.10018
0.364 0.419347 0.692394 0.597715 1.09935
0.365 0.423513 0.689773 0.594551 1.09851
0.366 0.42768 0.687161 0.591401 1.09768
0.367 0.431847 0.684557 0.588265 1.09685
0.368 0.436013 0.68196 0.585144 1.09601
0.369 0.44018 0.679372 0.582037 1.09518
0.37 0.444347 0.676791 0.578944 1.09435
0.371 0.448513 0.674218 0.575865 1.09351
0.372 0.45268 0.671653 0.5728 1.09268
0.373 0.456847 0.669095 0.569749 1.09185
0.374 0.461013 0.666546 0.566712 1.09101
0.375 0.46518 0.664004 0.563689 1.09018
0.376 0.469347 0.66147 0.560679 1.08935
0.377 0.473513 0.658944 0.557684 1.08851
0.378 0.47768 0.656426 0.554702 1.08768
0.379 0.481847 0.653915 0.551734 1.08685
0.38 0.486013 0.651412 0.548779 1.08601
0.381 0.49018 0.648916 0.545839 1.08518
0.382 0.494347 0.646429 0.542911 1.08435
0.383 0.498513 0.643949 0.539997 1.08351
0.384 0.50268 0.641476 0.537097 1.08268
0.385 0.506847 0.639011 0.53421 1.08185
0.386 0.511013 0.636554 0.531336 1.08101
0.387 0.51518 0.634104 0.528475 1.08018
0.388 0.519347 0.631662 0.525628 1.07935
0.389 0.523513 0.629227 0.522794 1.07851
0.39 0.52768 0.6268 0.519973 1.07768
0.391 0.531847 0.62438 0.517165 1.07685
0.392 0.536013 0.621968 0.51437 1.07601
0.393 0.54018 0.619563 0.511588 1.07518
0.394 0.544347 0.617166 0.508818 1.07435
0.395 0.548513 0.614776 0.506062 1.07351
0.396 0.55268 0.612394 0.503319 1.07268
0.397 0.556847 0.610019 0.500588 1.07185
0.398 0.561013 0.607651 0.49787 1.07101
